DeviceCategory,PremiumPDPPercentage,PremiumCategoryPagePercentage,FilteredBrand,AvgPrice,MinPrice,PremiumInCart,PDPContain35,Target
desktop,0,0,0,106,106,0,0,0
mobile,0.7,0,0,144.47692307692307,100.2,1,0,1
desktop,0,0,0,63.86666666666666,54.6,0,0,0
mobile,0.5,0,4,158.28648648648647,52.8,1,0,1
mobile,0,0,0,89,89,0,0,0
desktop,1,1,0,151,151,1,0,1
desktop,1,0,0,178,163,1,0,1
mobile,1,0.5,0,169,160,1,1,1
mobile,1,0,0,188.33333333333334,183,1,0,1
desktop,0.82051282051282048,0.8,0,135.59411764705882,46.8,1,1,1
mobile,0.76,0.61904761904761907,36,135.40571428571434,73.2,0,1,0
mobile,0.5,0,0,66.8,45,1,0,1
mobile,0,0,0,92.399999999999991,69.6,0,0,0
desktop,0.66666666666666663,0,0,99.285714285714278,77,1,0,1
mobile,1,0,0,264,264,1,0,1
desktop,0,0,0,92.305263157894743,52.8,0,0,0
mobile,1,0,0,106,106,1,1,1
mobile,0,0,0,140.57142857142858,112,1,0,1
mobile,0.84210526315789469,0.82352941176470584,70,298.0533333333334,130.2,1,1,1
mobile,0,0,0,89,89,,0,0
mobile,1,0,0,169,165,1,0,1
desktop,1,0.75,2,189.78571428571428,154,1,0,1
mobile,0,0,0,90.25,75,0,1,0
mobile,1,1,0,263,263,1,0,1
desktop,0.4,0,0,113.77777777777779,45.6,1,1,1
desktop,0.875,0.8,0,193.32727272727274,48,1,1,1
mobile,0,0,0,74.444444444444443,54,0,1,0
mobile,0,0,0,85.660606060606042,56.4,0,1,0
mobile,0,0.75,0,95.869565217391312,73,0,1,0
mobile,0,0,0,86.875000000000014,75,0,0,0
desktop,1,0,0,52,52,1,0,1
mobile,0,0,0,61,58,0,0,0
desktop,1,0,0,144.75,117,1,0,1
mobile,0,0,0,52.333333333333329,19,0,1,0
mobile,0,0.75,0,112.125,76,0,0,0
mobile,1,0,0,163,163,1,0,1
mobile,0,0,0,85.545454545454547,49,0,0,0
mobile,1,0.83333333333333337,0,146.23636363636362,88.8,1,0,1
desktop,1,0,0,175,175,1,0,1
mobile,0,0,0,68.666666666666671,48,,1,0
desktop,0,0,0,12,12,,1,0
desktop,0,0,0,56.4,56.4,,0,0
mobile,0,0,0,104,104,0,1,0
mobile,0,0.33333333333333331,0,104,104,0,1,0
mobile,1,0,0,142,142,1,0,1
mobile,0.5,0,0,97.666666666666671,66,0,0,0
desktop,1,1,2,287.5,244,1,0,1
mobile,0,0,0,108,108,0,0,0
mobile,0,0,0,87.5,86,,0,0
mobile,0,0,0,51,51,0,0,0
mobile,0,0,0,56,56,0,0,0
mobile,0,0,0,79.75,75,0,0,0
mobile,1,0,0,146.4,140,1,0,1
desktop,1,0.6,0,165,165,1,0,1
desktop,1,0.5,0,328,328,1,0,1
desktop,0.90909090909090906,0.33333333333333331,2,198.55999999999997,30,1,0,1
mobile,1,0.66666666666666663,14,235.66666666666666,178,1,0,1
desktop,0.83333333333333337,1,0,171.95238095238096,134,1,0,1
desktop,0,0,0,59,56,0,0,0
desktop,0,0,0,55,43,0,1,0
mobile,0,0,0,67.428571428571431,58,0,1,0
mobile,1,0.8,26,178.1,107.4,1,0,1
desktop,0.6,0,0,159.78947368421055,75,0,0,0
desktop,0.5,0.2,0,141,75,0,1,0
desktop,1,0,0,223,223,1,0,1
mobile,0,0,0,59,59,0,1,0
desktop,1,0.25,2,146.55555555555557,140,1,0,1
desktop,0,0,2,85.5,85,0,0,0
desktop,0,0,0,55.8,45,0,0,0
mobile,0,0.33333333333333331,0,86,86,0,1,0
desktop,0.88235294117647056,0.090909090909090912,0,215.99999999999997,86,1,0,1
mobile,0,0.33333333333333331,0,104,104,0,1,0
desktop,0.91666666666666663,0,4,156.14285714285714,124,1,1,1
desktop,0.83333333333333337,0,0,160.66666666666669,86,1,0,1
mobile,1,0,0,210.6,210.6,1,0,1
mobile,1,1,2,324.66666666666663,233,1,0,1
mobile,1,0,0,174.33333333333331,148,1,0,1
desktop,0,0,0,75,75,0,0,0
mobile,1,0,0,141.36363636363635,108,1,0,1
mobile,0,0,0,136,136,0,0,0
desktop,0,0,0,50.44,45.6,0,0,0
desktop,0.7,0,2,161.75000000000003,71,1,1,1
mobile,0.4,0.7142857142857143,0,153.71428571428569,66,1,0,1
mobile,1,1,0,185,185,1,0,1
desktop,1,0,0,195,195,1,0,1
tablet,1,0,6,117.66666666666667,77,1,0,1
desktop,1,0,0,207.89999999999998,112.8,1,0,1
desktop,1,0,0,218,218,1,0,1
desktop,0,0,0,82.6,75,0,1,0
mobile,0.5,0.75,34,119.6,58,0,0,0
mobile,0,0,0,87.333333333333329,57,0,0,0
mobile,0,1,0,83.781818181818181,58.8,0,0,0
mobile,1,0.1111111111111111,0,147.33333333333331,86,1,0,0
mobile,0,0,0,203,203,,0,1
mobile,0,0,0,104,104,,0,0
desktop,0.5,0,0,71.2,53.4,1,0,1
mobile,0,0.25,0,78.92,58,0,0,0
mobile,0.8214285714285714,0.61111111111111116,6,177.79338842975204,109,1,0,1
mobile,0,0,0,61.4,52,0,1,0
desktop,1,0,0,208,208,1,0,1
mobile,1,0,0,148.8,148.8,1,0,1
desktop,0,0,0,55,55,0,0,0
mobile,0,0,0,21,19,0,1,0
mobile,0.33333333333333331,0.25,2,95.9230769230769,65,0,0,0
mobile,0,0,0,86.3076923076923,66,,1,0
desktop,0.875,0.57692307692307687,2,175.83606557377044,109,1,0,1
desktop,0.5,0,0,197,197,1,0,1
mobile,1,0,0,325.14285714285717,270,1,0,1
mobile,0.75,0.4,0,168.85714285714286,140,1,0,1
desktop,0.66666666666666663,0,0,202.4909090909091,155.4,1,0,1
desktop,0,0,0,56.4,56.4,0,0,0
desktop,0,0,0,39,39,0,1,0
mobile,0,0,0,47.995000000000005,0.5,0,0,0
desktop,1,0,0,171.6,171.6,1,0,1
mobile,0.090909090909090912,0.038461538461538464,0,83.965517241379317,58,0,1,0
mobile,0,0.33333333333333331,0,80,66,0,0,0
mobile,0.25,0,0,69.333333333333329,48,0,0,0
desktop,1,0,0,216,216,1,0,1
desktop,0,0,4,52,52,0,1,0
desktop,0.090909090909090912,0,0,72.094339622641542,58,0,1,0
desktop,0.75,0.46666666666666667,0,146,91,1,0,1
desktop,1,0,0,111,75,1,0,1
mobile,0,0,0,55,46,0,1,0
mobile,0,0,0,99.44,63.6,0,1,0
mobile,0.14285714285714285,0.14285714285714285,0,98.391304347826079,76,0,1,0
desktop,0.2,0,0,72.6,64,1,0,0
desktop,1,1,2,369,252,1,1,1
mobile,1,0.33333333333333331,4,312.28571428571428,290,1,0,1
mobile,0,0,0,75,75,0,1,0
desktop,1,1,0,179,179,1,0,1
desktop,1,0,2,142,142,1,0,1
mobile,0,0,0,87,86,0,1,0
desktop,0.7,0.5,2,174.90322580645167,110,1,1,1
desktop,1,1,0,175.15999999999997,135,1,0,1
desktop,0.36363636363636365,0,0,120.31249999999999,75,0,1,0
desktop,0.92307692307692313,0.8,0,167.2692307692308,91,1,1,1
mobile,0.33333333333333331,0.88888888888888884,0,161.67213114754102,46.8,1,1,0
mobile,0,0,0,74,52,0,1,0
desktop,1,0.7,0,148.77777777777777,108,1,0,1
mobile,0.75,0.2,0,185.76129032258061,116,1,0,1
desktop,0.8,0.14285714285714285,0,134.42424242424252,112,1,0,1
desktop,0,0,0,54.362666666666669,39.6,0,0,0
mobile,0.81818181818181823,0.2857142857142857,0,141.2166666666667,62.4,1,1,1
desktop,0.5,0,0,89.454545454545482,71,0,0,0
desktop,0.2,0,0,51.64,46.8,0,0,0
desktop,1,0.125,6,185.05555555555554,112,1,1,1
desktop,1,0.5,2,163,163,1,0,1
desktop,0,0,0,324,241,1,0,1
mobile,0.125,0.14285714285714285,14,107.0125,58.8,1,1,1
desktop,0,0,0,84.363636363636374,70,0,1,0
desktop,1,0,0,239,239,1,0,1
mobile,0,0,0,72.585714285714289,0.5,0,1,0
desktop,0,0,0,59,59,0,1,0
desktop,0,0,0,108,108,0,1,0
desktop,0,0.2,0,77,77,0,0,0
desktop,0,0,0,155.27272727272725,118,0,0,0
desktop,1,0,0,151,151,1,0,1
mobile,1,1,0,174.33333333333334,124,1,0,1
mobile,1,0,0,294,266,1,0,1
desktop,0,0,0,47.2,47.2,0,1,0
desktop,0.47058823529411764,0,2,205.47058823529412,164,1,0,1
mobile,0.8,0,0,171.74400000000003,45.6,1,1,1
mobile,0.33333333333333331,0,0,104.66666666666667,75,0,0,0
desktop,1,0.66666666666666663,2,56,56,1,0,1
desktop,0,0,0,83.666666666666671,66,0,1,0
mobile,1,0,0,169.8,165,1,0,1
desktop,0,0,0,107,107,,1,0
mobile,0,1,0,58,58,0,0,0
mobile,0,0,0,82.5,59,0,1,0
desktop,0,0,0,60.974999999999994,55.8,0,0,0
desktop,1,0,0,180.94117647058823,166,1,0,1
mobile,1,0,0,216.8,127.2,1,0,1
mobile,0,0,0,76.5,76.5,0,0,0
mobile,0,0,0,104,104,0,1,0
mobile,0,0,0,97.333333333333314,76,0,1,0
desktop,0,0,0,59,59,0,1,0
desktop,0.81818181818181823,0.5,0,175.75055555555554,46.51,1,1,1
desktop,0,0,0,59.5,44,0,1,0
mobile,1,0,0,138.5,116.4,1,0,1
mobile,1,0,0,163,163,1,0,1
desktop,0.2,1,0,89,77,0,0,0
mobile,0,0,0,74,74,0,1,0
desktop,1,0,0,142,142,1,0,1
mobile,0,0.25,0,84.138181818181792,45,0,0,0
mobile,0.5,0,0,89.9090909090909,71,0,0,0
desktop,1,1,0,112,112,1,0,1
desktop,1,0,0,149.70476190476188,112.2,1,0,1
desktop,0.14285714285714285,0,0,84.872340425531888,15,0,1,0
desktop,0.5,0,0,152.9,129,1,0,1
mobile,0,0,0,58,58,0,0,0
desktop,1,0.33333333333333331,0,57,57,1,0,1
desktop,0,0,0,66.6,64.8,0,0,0
desktop,0,0,0,96.571428571428569,83,0,1,0
mobile,0,0,0,69.166666666666671,54,0,1,0
desktop,0,0,0,70,70,0,1,0
desktop,0,0,0,67,67,0,1,0
desktop,1,0,0,143.64705882352939,117,1,1,1
mobile,0,0,0,65.17,37.17,,0,0
desktop,0,0,0,67,67,0,1,0
mobile,0,0.66666666666666663,0,60.333333333333336,39,0,0,0
mobile,0,0,0,75.333333333333329,70,,0,0
desktop,1,0,2,212,212,1,0,1
desktop,0.5,0,0,230,230,1,0,1
mobile,0,0,0,39.6,39.6,0,0,0
desktop,0.2,1,0,54.704,43.84,1,0,1
desktop,0,0,0,58.8,58.8,0,0,0
mobile,0,0,0,34.428571428571431,19,0,1,0
mobile,0,0,0,39.6,39.6,0,0,0
mobile,1,0,2,126,126,1,0,1
mobile,1,0,0,184,184,1,0,1
desktop,0.88888888888888884,1,0,166.57575757575756,138,1,1,1
desktop,0.8571428571428571,0.25,2,143.79999999999995,112,1,0,1
desktop,1,0,0,147.45454545454541,112,1,0,1
mobile,1,1,0,210.62500000000003,175,1,1,1
mobile,0.5,0,0,170.29090909090908,86.4,1,1,1
mobile,0,0,0,49,49,0,0,0
desktop,0,0,0,56.647058823529413,50,0,1,0
mobile,1,0,0,205,205,1,0,1
mobile,1,1,0,130.36734693877551,112,1,0,1
mobile,0.53846153846153844,0.66666666666666663,14,180.07826086956524,100.8,1,0,1
mobile,0.75,1,0,333.01111111111106,161.4,1,1,1
desktop,0,0,0,74.6,59,0,0,0
mobile,0,0,0,70.4,52.8,0,1,0
desktop,0.66666666666666663,0,0,188.14285714285717,172,1,1,1
desktop,0.5,0,2,86.500000000000014,75,1,0,1
mobile,0,0,0,65.666666666666671,39,0,1,0
desktop,0.66666666666666663,0.5,0,233.33333333333334,203,1,0,1
desktop,1,0,0,140,140,1,0,1
desktop,1,0.5,2,183.02816901408445,146,1,0,1
mobile,1,0.7142857142857143,0,155.4,140,1,0,1
mobile,0,0,0,95.288888888888891,56.4,0,0,0
desktop,0.4,0.5,0,173,173,1,0,1
tablet,0.9375,0.1,0,181.21428571428572,121,1,1,1
mobile,1,0.7142857142857143,12,225.34285714285713,115.8,1,0,1
mobile,0,0,0,62.695652173913039,56,0,1,0
mobile,1,0.66666666666666663,0,160,160,1,1,1
desktop,0,0,0,54.576923076923087,39,0,0,0
mobile,0,0,0,186.33333333333334,163,1,0,1
mobile,1,0,0,214,214,1,0,1
desktop,0,0,0,34.574468085106389,19,0,1,0
desktop,0,0,0,48,48,0,0,0
desktop,0,0,0,75,75,0,1,0
desktop,0,0,0,72.785714285714278,19,0,1,0
mobile,0,0,0,74,74,0,1,0
mobile,0.1111111111111111,0,0,87,54,0,1,0
mobile,1,0.47368421052631576,6,213.90666666666667,107.4,1,0,1
desktop,1,0.76470588235294112,44,184.71428571428575,105,1,0,1
mobile,0,0,0,23.88,23.88,0,0,0
mobile,0.8571428571428571,0.14285714285714285,0,186.75222222222223,59.97,1,0,1
desktop,1,0.5,0,59,59,1,0,1
desktop,0.42857142857142855,0,0,74.1578947368421,11,1,1,1
mobile,1,0.25,4,236,236,1,0,1
mobile,0,0,0,67.142857142857139,59,0,1,0
mobile,1,0.16666666666666666,108,151.73333333333332,142,1,1,1
desktop,1,0.5,0,188.33333333333334,175,1,0,1
desktop,0,0,0,19,19,0,1,0
mobile,0.66666666666666663,0.6,0,171.85714285714286,104,1,0,1
desktop,0.69230769230769229,0.46153846153846156,0,128.07352941176475,21,1,1,1
desktop,1,0,0,252,252,1,0,1
desktop,0,0.083333333333333329,0,55.015384615384612,39.6,0,0,0
mobile,1,0,0,164,123,1,0,1
desktop,1,0,0,328,328,1,0,1
desktop,0,0,0,108,108,0,0,0
desktop,1,1,0,146.8,122,1,0,1
mobile,0.42857142857142855,0.33333333333333331,0,102.75999999999999,19,1,1,0
mobile,0,0,0,90.452857142857141,45.17,0,1,0
mobile,1,1,0,171.43478260869568,156,1,0,1
mobile,0,0,0,69,69,0,1,0
mobile,0,0,0,68.600000000000009,57,0,1,0
mobile,1,0.66666666666666663,0,192.28571428571428,166,1,0,1
mobile,0.083333333333333329,0.052631578947368418,0,55.749999999999993,48,0,0,0
mobile,1,0.45454545454545453,8,59.444444444444443,19,1,0,1
mobile,0,0,0,259,259,,0,1
desktop,1,1,0,143,124,1,0,1
mobile,0.73684210526315785,0.81818181818181823,0,183.99999999999997,163,1,1,1
desktop,0,0,0,75,75,0,1,0
mobile,0,0,0,62.646666666666668,59.97,0,0,0
desktop,1,0,0,206,206,1,0,1
desktop,1,0.33333333333333331,2,165.33333333333334,142,1,0,1
desktop,0,0,0,63,55,0,1,0
desktop,1,0.33333333333333331,2,212,212,1,0,1
mobile,0.5,0,0,133,89,0,0,0
desktop,0.66666666666666663,0.5,0,150.65384615384613,114,,0,1
mobile,0.16666666666666666,0,0,110.07142857142858,80,0,0,0
mobile,1,0,0,167.33333333333331,123,1,0,1
desktop,0,0,0,208,208,,0,1
desktop,1,0,0,195,195,1,1,1
desktop,0.8,1,0,204.37777777777779,76.8,,1,1
desktop,0,0,0,79,71,0,0,0
desktop,0,0,0,184,184,1,0,1
mobile,1,0,0,142,142,1,0,1
mobile,0,1,0,88.75,67,0,1,0
desktop,0,0,0,46,46,0,0,0
desktop,1,0,0,108,108,1,0,1
mobile,0.5,0,0,208,208,1,0,1
desktop,0.5,0.5,6,142.58620689655174,39,1,1,1
mobile,0,1,0,85.4,71,0,1,0
mobile,0.5,0,0,131.66666666666666,89,1,1,1
desktop,0.66666666666666663,0.33333333333333331,0,168.258064516129,156,1,0,1
mobile,0.92307692307692313,0.5,6,173.37674418604658,80.4,1,0,1
desktop,0,0,0,94,70,0,0,0
desktop,0,0,0,39,39,0,0,0
mobile,0,0,0,112,112,0,1,0
mobile,0.6428571428571429,0.15384615384615385,0,158.08421052631579,95,1,0,1
mobile,0,0,0,76,76,0,1,0
mobile,0.75,0.2857142857142857,0,183.92307692307691,65,0,1,0
desktop,0.55555555555555558,0.4,0,118.15384615384615,58,1,1,1
desktop,0,0,0,76.4,67,0,1,0
desktop,1,0,0,195,195,1,0,1
mobile,0,0,0,58,58,0,1,0
desktop,0,0,0,114.53333333333333,114,0,0,0
desktop,1,0,0,76,76,1,0,1
desktop,0.33333333333333331,0,0,88.194029850746247,1,1,1,0
desktop,0.66666666666666663,0,6,144.29411764705884,71,1,0,1
desktop,1,0,0,156,106,1,1,1
desktop,1,0,0,193.5,151,1,0,1
mobile,0,0,0,81.333333333333329,70,0,1,0
mobile,1,1,0,173.82051282051279,89,1,0,1
desktop,1,0,0,236,236,,0,1
mobile,1,0,0,342,342,1,0,1
mobile,1,0.42857142857142855,0,193.77142857142857,107.4,1,0,1
mobile,1,0.66666666666666663,0,170,151,1,0,1
desktop,1,0,0,135.5,129,1,0,1
desktop,1,0,0,297,297,1,0,1
desktop,0,0,0,91,91,0,0,0
mobile,0,0,0,104,104,0,1,0
mobile,0,0,0,91.16091954022987,41.4,0,0,0
mobile,0.14285714285714285,0,0,101.0875,46.8,0,1,0
desktop,0,0,0,65.083333333333329,59,0,1,0
mobile,0,0,0,67.666666666666671,55,0,1,0
desktop,1,0,0,151,151,1,0,1
desktop,1,0.33333333333333331,0,298,221,1,0,1
mobile,1,0,0,214.39999999999998,120.6,1,0,1
mobile,0.5,0,0,111.84052631578948,49,0,1,0
desktop,0,0,0,67.352222222222238,57,0,0,0
mobile,1,0,0,192.8,144.6,1,0,1
mobile,1,0,0,230.5,205,1,0,1
desktop,0,0,0,92.8,69.6,0,0,0
desktop,1,0,0,160.4,121,1,1,1
desktop,0,0,0,108,108,0,0,0
desktop,1,0,0,74.4,74.4,1,0,1
mobile,1,0.875,20,106.95454545454545,7,1,0,1
mobile,0,0.5,0,79.159545454545452,56,0,1,0
desktop,1,0,0,49,49,1,0,1
desktop,1,1,34,191.44444444444446,105,1,0,1
desktop,1,0,0,172,172,1,0,1
desktop,1,1,0,169.45161290322579,143,1,0,1
mobile,0,0,0,172.92000000000002,91.84,1,1,1
desktop,0.5,0,0,112.07692307692308,69,0,1,0
mobile,0.1111111111111111,0,0,81.454545454545453,55,0,1,0
desktop,0.2857142857142857,0,0,85.964912280701739,58,0,0,0
mobile,0,0,0,56.695652173913047,48,0,1,0
mobile,1,0,0,112.8,112.8,1,0,1
mobile,0.66666666666666663,0,0,124.68857142857144,46.51,1,0,1
mobile,1,0.66666666666666663,0,260.5,165,1,1,1
desktop,0,0,0,64,64,0,0,0
desktop,1,0,8,367,367,1,0,1
desktop,0.75,1,0,123.23333333333332,64.8,1,0,1
mobile,1,0,2,134,134,1,0,1
mobile,1,0.5,0,241,241,1,0,1
desktop,0,0,0,67.5,60,0,1,0
desktop,0,0,0,82,76,0,0,0
mobile,0,0,0,88.8,76,0,1,0
desktop,1,0,0,100.2,100.2,1,0,1
mobile,1,1,0,165,165,1,0,1
desktop,0,0,0,85.13513513513513,66,0,1,0
desktop,1,0,0,342,342,1,0,1
desktop,0.14285714285714285,0,0,122.88571428571429,59.2,0,0,0
mobile,0.75,0,0,188.71428571428572,163,1,0,1
mobile,0,0.125,0,58,58,0,0,0
desktop,0.8571428571428571,0,0,184.60824742268039,172,1,1,1
mobile,1,0,0,225,225,1,0,1
mobile,0,1,0,104,104,0,0,0
desktop,0.076923076923076927,0.19444444444444445,0,53.894610778443109,19,0,1,0
mobile,0,0,0,105.70833333333334,39,0,0,0
desktop,0,0,0,52,52,0,1,0
desktop,1,0,0,132.6,132.6,1,0,1
desktop,0,0,0,71.021052631578939,41.4,0,1,0
mobile,0.33333333333333331,0,0,88,50,0,1,0
mobile,0,0,0,46,46,0,1,0
mobile,0.875,0.375,0,164.21739130434787,138,1,0,1
mobile,1,0,2,163,163,1,0,1
mobile,0,0,0,58,58,0,1,0
desktop,0.33333333333333331,0.4,2,174.83333333333334,172,1,1,1
desktop,1,0.5,0,163,163,1,0,1
mobile,1,0,0,176,176,1,1,1
mobile,0.8,0,0,176.27777777777777,146,1,0,1
mobile,0,0.22222222222222221,8,64.38095238095238,46,0,1,0
desktop,0,0,0,138,138,0,0,0
mobile,0,0,0,87,58,0,0,0
desktop,1,0.66666666666666663,0,394,394,,0,1
mobile,0.88888888888888884,0.625,24,212.26000000000002,63,1,0,1
desktop,0.5,0.33333333333333331,8,160.21153846153848,112,1,0,1
mobile,1,0.4,56,151.29999999999995,62.4,1,1,1
desktop,0.66666666666666663,0,0,111.14285714285714,70,1,1,1
desktop,1,0,0,159.5,115,1,0,1
desktop,1,1,0,275,208,1,0,1
desktop,0,0.090909090909090912,0,56.0648275862069,46.8,0,0,0
desktop,0.66666666666666663,0,0,130.43666666666667,69.31,1,0,1
desktop,0.4,0.16666666666666666,0,109.00000000000001,76,1,1,1
mobile,0,0,0,82.050000000000011,43,0,1,0
mobile,0,0,0,92.666666666666671,86,0,0,0
desktop,0.22222222222222221,0,0,119.75135135135137,19,0,1,0
mobile,1,0.77777777777777779,2,180.18260869565216,112.8,,1,1
mobile,1,0.92307692307692313,20,191.06896551724137,138,1,1,1
mobile,1,0,0,195,195,1,0,1
desktop,0,0,0,43,43,0,0,0
tablet,0,0,0,54,54,0,1,0
mobile,1,0,0,168.6,112,1,1,1
mobile,1,0.25,2,180.20779220779221,156,1,0,1
mobile,0,0,0,73.550000000000011,59,0,1,0
mobile,0,0,0,53.5,39,0,0,0
mobile,1,0.33333333333333331,6,199,199,1,0,1
desktop,0.93333333333333335,0,4,162.20647058823531,46.51,1,0,1
mobile,0,0,0,114,114,0,0,0
mobile,0.14285714285714285,0,6,105.04444444444445,55,0,1,0
desktop,0,0.1,0,76.588235294117652,51.6,0,0,0
desktop,1,0,0,159.6,159.6,1,0,1
desktop,1,0,6,172,172,1,0,1
desktop,0.5714285714285714,0.22222222222222221,0,182.52941176470591,158,1,0,1
mobile,0.43478260869565216,0.043478260869565216,2,129.27741935483877,59,1,1,1
mobile,1,0,0,142,142,1,0,1
mobile,1,1,0,186.66666666666666,140,1,0,1
mobile,1,0.33333333333333331,0,159.29166666666663,138,1,0,1
desktop,1,0,0,165,165,1,0,1
desktop,0,0,0,45.25,43,0,1,0
mobile,0.5714285714285714,0.16666666666666666,0,153.62962962962962,83,,0,1
mobile,0,0,0,175.33333333333331,172,1,0,1
mobile,1,1,0,167.94285714285715,96.6,1,0,1
mobile,0.66666666666666663,0,0,153.4,138.6,1,1,1
mobile,0,0,0,108,108,0,0,0
desktop,0.5,0,0,131.5,76,1,1,1
desktop,0,0,0,73.6,65,0,1,0
desktop,1,0.076923076923076927,18,278,235,1,0,1
mobile,0,0,0,61.5,54,0,0,0
desktop,0,0,0,39,39,0,0,0
mobile,0.66666666666666663,0,0,171,58,1,1,1
desktop,0.5423728813559322,0,0,104.81846153846155,19,1,1,0
desktop,0,0,0,58,58,0,0,0
desktop,0,0.66666666666666663,2,58.466666666666669,39,0,0,0
desktop,1,0.2,0,166.66666666666666,142,1,0,1
desktop,0,0,0,75.615384615384627,67,0,1,0
desktop,0.8,0.5,0,156.25,144,1,0,1
mobile,0.2,0,0,136.33333333333334,57,0,0,0
desktop,1,0,14,56,56,1,0,1
mobile,0,0,4,83.2,77,0,0,0
desktop,1,0.38461538461538464,8,174.37499999999997,91,1,1,1
desktop,0,0,0,53.7,41.4,0,0,0
desktop,1,0,2,130.5,127,1,0,1
mobile,0,0,0,58,48,0,0,0
mobile,0,0,0,58,58,0,0,0
desktop,0,0,0,51.225806451612911,48,0,0,0
mobile,1,0.33333333333333331,50,284.16666666666669,179,1,0,1
desktop,0.53846153846153844,0,0,134.13953488372093,58,0,1,0
desktop,0,0,0,66,66,0,1,0
mobile,1,0,0,166.2,166.2,1,0,1
desktop,0,0,0,54,54,0,0,0
mobile,0,0,0,58,58,0,0,0
desktop,1,0,0,149.5,122,1,1,1
desktop,1,0,0,230,230,1,0,1
mobile,0.9375,0.375,0,97.814999999999984,58.2,1,1,1
tablet,0.7142857142857143,0,0,164.33333333333334,129,1,0,1
mobile,0.7142857142857143,0,0,167.33333333333334,142,1,1,1
desktop,0,0,0,54.5,43,0,0,0
desktop,0,0,0,67,67,0,0,0
mobile,1,0.6,0,397.6,298.2,1,1,1
desktop,0,0.33333333333333331,0,63.000000000000007,59,0,1,0
mobile,0,0,0,80.666666666666671,74,0,1,0
desktop,1,0.23076923076923078,0,126,126,1,0,1
mobile,0.090909090909090912,0.16666666666666666,0,55.840909090909093,0.5,,0,0
desktop,1,0,0,140.8,139,1,0,1
mobile,0,0,0,108,108,0,0,0
desktop,1,1,0,290.2,223,1,0,1
desktop,0.66666666666666663,0,0,187.51263537906129,62.4,1,0,1
desktop,1,0,0,73,73,1,0,1
desktop,0.75,0,0,91.666666666666657,59,1,1,0
mobile,0.2857142857142857,0.25,0,78.826666666666682,46,1,1,0
mobile,1,1,0,243.5,230,1,1,1
mobile,1,1,0,64,44.4,1,0,1
mobile,1,0,0,143.85714285714286,86.4,1,0,1
mobile,1,0,0,206,206,1,0,1
desktop,1,0.8,2,146.31428571428572,121,1,0,1
desktop,0.42307692307692307,0,0,109.8233766233766,37.2,1,1,0
mobile,1,1,0,117.5,92,,0,1
mobile,0.5,0.5,0,89,55,1,0,1
desktop,0,0,0,82.100000000000009,55,0,0,0
mobile,0,0,4,86,86,0,0,0
desktop,0.33333333333333331,0,0,231,224,1,0,1
mobile,0,0,0,28.8,19.2,0,0,0
desktop,1,0,0,163,163,1,0,1
desktop,0,1,0,50.699999999999996,45,0,0,0
mobile,0,0,0,104,104,0,1,0
mobile,1,0,0,243,243,1,0,1
desktop,0.8,0,0,87.425,32.8,0,1,0
mobile,0,0.35714285714285715,2,74.76627906976745,0.5,0,1,0
desktop,0.42857142857142855,0,0,94.523809523809533,54,0,1,0
mobile,0,0,0,89,89,0,0,0
desktop,1,0,0,176,176,1,0,1
desktop,1,0,0,188,188,1,0,1
desktop,0.047619047619047616,0,0,55.548387096774192,48,0,1,0
mobile,0,0.14285714285714285,0,68.117647058823536,44,0,1,0
desktop,1,0,0,57,57,1,0,1
desktop,0,0,0,51.2,51.2,0,0,0
mobile,1,0,0,159.31428571428569,99.6,1,0,1
mobile,0,0,0,66,66,0,0,0
mobile,0.5,0.5714285714285714,10,139.79250000000002,65.17,1,0,1
desktop,0,0,0,46.96153846153846,19,0,1,0
desktop,0.75,0,0,295.75,284,1,0,1
desktop,0.2857142857142857,0.16666666666666666,0,111.53333333333333,55,1,1,1
mobile,1,0.5,4,306,204,1,0,1
desktop,0,0,0,138,136,0,0,0
mobile,0.87804878048780488,0.70588235294117652,40,259.52115384615371,67,1,1,1
desktop,0.8,0,0,147.68627450980387,103,1,1,1
desktop,0.5,0,0,128.5,106,1,1,1
tablet,0.4,0,0,154,70,1,0,1
desktop,0,0,0,54,54,0,0,0
mobile,0.25,0,0,172.25454545454545,39.6,1,0,1
desktop,0.052631578947368418,0,0,71.44,48,0,0,0
desktop,1,0.5,2,161.8,92,1,0,1
desktop,0,0,0,89.25,75,0,0,0
mobile,0,0.14285714285714285,0,63.266666666666666,43.8,0,0,0
mobile,0.5,0,0,177.875,146,1,0,1
mobile,0,0,0,98.971428571428561,64.8,0,1,0
mobile,1,0,0,179.66666666666666,147,1,1,1
desktop,1,0.8571428571428571,2,160.00000000000003,112,1,0,1
mobile,0,0,0,85.555555555555557,75,0,1,0
mobile,0,0,0,117.5,74,0,0,0
desktop,1,0,2,36,36,1,0,1
desktop,0,0.16666666666666666,0,45.6,45.6,0,1,0
desktop,0,0,0,93.588235294117652,64,0,0,0
mobile,0,0,0,115.77499999999999,69.6,0,0,0
desktop,1,0,0,124,124,1,0,1
desktop,0,0,0,34.480000000000004,21.6,0,1,0
mobile,1,0.33333333333333331,10,127.53333333333332,86,1,0,1
desktop,0,0,0,70,70,0,1,0
desktop,0,0,0,56,56,0,0,0
mobile,0,1,0,154,154,,0,1
desktop,0,0,0,55,55,,1,0
